composition_id,material_id,concentration,name,charactaristic
192,191,1.0,aspergillus flavus,"A fungus known for producing aflatoxins, which can contaminate food."
193,191,1.0,aspergillus flavus,"A fungus known for producing aflatoxins, which can contaminate food."
193,169,0.5,chitosan,"A biopolymer derived from chitin, used for its antimicrobial and film-forming properties."
193,192,0.025,LCNF,Lignocellulose nanofibers used in biocomposites and packaging.
193,193,8.0,raspberry extract,An extract rich in antioxidants and phenolic compounds.
193,26,1.0,tween 80,"An emulsifier used in food, pharmaceuticals, and cosmetics for stabilizing oil-water mixtures."
194,144,0.0,control,Material used as a baseline in experiments.
198,169,1.5,chitosan,"A biopolymer derived from chitin, used for its antimicrobial and film-forming properties."
199,198,1.0,calcium gluconate,A calcium supplement used to enhance firmness in fruits and vegetables.
198,199,0.5,acetic acid,A natural preservative used for its antimicrobial properties.
200,198,1.0,calcium gluconate,A calcium supplement used to enhance firmness in fruits and vegetables.
200,169,1.5,chitosan,"A biopolymer derived from chitin, used for its antimicrobial and film-forming properties."
200,199,0.5,acetic acid,A natural preservative used for its antimicrobial properties.
201,144,0.0,control,Material used as a baseline in experiments.
202,144,0.0,control,Material used as a baseline in experiments.
203,169,0.2,chitosan,"A biopolymer derived from chitin, used for its antimicrobial and film-forming properties."
203,200,1.0,calcium chloride,A compound used to maintain firmness in food and as a preservative.
204,169,0.2,chitosan,"A biopolymer derived from chitin, used for its antimicrobial and film-forming properties."
204,200,2.0,calcium chloride,A compound used to maintain firmness in food and as a preservative.
205,169,0.2,chitosan,"A biopolymer derived from chitin, used for its antimicrobial and film-forming properties."
205,200,3.0,calcium chloride,A compound used to maintain firmness in food and as a preservative.
206,169,0.2,chitosan,"A biopolymer derived from chitin, used for its antimicrobial and film-forming properties."
206,200,4.0,calcium chloride,A compound used to maintain firmness in food and as a preservative.
207,144,0.0,control,Material used as a baseline in experiments.
208,169,1.0,chitosan,"A biopolymer derived from chitin, used for its antimicrobial and film-forming properties."
208,23,0.31,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
209,169,1.0,chitosan,"A biopolymer derived from chitin, used for its antimicrobial and film-forming properties."
209,27,0.001,tea seed oil,"A plant oil extracted from tea seeds, known for its high antioxidant content."
209,26,0.0005,tween 80,"An emulsifier used in food, pharmaceuticals, and cosmetics for stabilizing oil-water mixtures."
210,169,0.2,chitosan,"A biopolymer derived from chitin, used for its antimicrobial and film-forming properties."
211,144,0.0,control,Material used as a baseline in experiments.
218,201,71.44,lactic acid,An organic acid used in food preservation and as a flavoring agent.
218,202,28.56,fructose,"A natural sugar found in fruits, used as a sweetener."
219,203,2.0,amylose,"A linear polysaccharide component of starch, used for its film-forming properties."
219,201,69.97,lactic acid,An organic acid used in food preservation and as a flavoring agent.
219,202,28.03,fructose,"A natural sugar found in fruits, used as a sweetener."
220,203,4.0,amylose,"A linear polysaccharide component of starch, used for its film-forming properties."
220,201,68.54,lactic acid,An organic acid used in food preservation and as a flavoring agent.
220,202,27.46,fructose,"A natural sugar found in fruits, used as a sweetener."
221,203,6.0,amylose,"A linear polysaccharide component of starch, used for its film-forming properties."
221,201,67.12,lactic acid,An organic acid used in food preservation and as a flavoring agent.
221,202,26.88,fructose,"A natural sugar found in fruits, used as a sweetener."
222,203,8.0,amylose,"A linear polysaccharide component of starch, used for its film-forming properties."
222,201,65.69,lactic acid,An organic acid used in food preservation and as a flavoring agent.
222,202,26.31,fructose,"A natural sugar found in fruits, used as a sweetener."
223,203,10.0,amylose,"A linear polysaccharide component of starch, used for its film-forming properties."
223,201,64.26,lactic acid,An organic acid used in food preservation and as a flavoring agent.
223,202,25.74,fructose,"A natural sugar found in fruits, used as a sweetener."
224,144,0.0,control,Material used as a baseline in experiments.
225,169,1.0,chitosan,"A biopolymer derived from chitin, used for its antimicrobial and film-forming properties."
226,96,1.0,ascorbic acid,"Also known as vitamin C, used as an antioxidant and preservative in food."
227,169,1.0,chitosan,"A biopolymer derived from chitin, used for its antimicrobial and film-forming properties."
227,96,1.0,ascorbic acid,"Also known as vitamin C, used as an antioxidant and preservative in food."
230,144,100.0,control,Material used as a baseline in experiments.
231,170,1.01,carboxymethyl cellulose,A cellulose derivative used as a thickener and stabilizer in food and cosmetics.
231,23,0.3,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
233,204,1.95,low methoxyl pectin,A pectin used for low-sugar and low-acid gelling.
233,23,0.58,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
234,205,3.8,persian gum,A natural gum used for its stabilizing and emulsifying properties.
234,23,1.14,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
235,206,0.6,tragacanth gum,A natural gum used as a thickener and emulsifier in food and pharmaceuticals.
235,23,0.18,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
236,48,1.25,sodium alginate,"A sodium salt of alginic acid, used as a gelling agent and stabilizer in food."
236,23,0.25,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
239,48,1.25,sodium alginate,"A sodium salt of alginic acid, used as a gelling agent and stabilizer in food."
239,23,0.25,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
239,207,0.125,kiwi seed essential oil,"An oil extracted from kiwi seeds, used for its antioxidant properties."
239,26,0.0312,tween 80,"An emulsifier used in food, pharmaceuticals, and cosmetics for stabilizing oil-water mixtures."
242,48,1.25,sodium alginate,"A sodium salt of alginic acid, used as a gelling agent and stabilizer in food."
242,23,0.25,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
242,207,0.375,kiwi seed essential oil,"An oil extracted from kiwi seeds, used for its antioxidant properties."
242,26,0.0937,tween 80,"An emulsifier used in food, pharmaceuticals, and cosmetics for stabilizing oil-water mixtures."
243,48,1.25,sodium alginate,"A sodium salt of alginic acid, used as a gelling agent and stabilizer in food."
243,23,0.25,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
243,207,0.625,kiwi seed essential oil,"An oil extracted from kiwi seeds, used for its antioxidant properties."
243,26,0.1562,tween 80,"An emulsifier used in food, pharmaceuticals, and cosmetics for stabilizing oil-water mixtures."
244,144,100.0,control,Material used as a baseline in experiments.
245,170,1.0,carboxymethyl cellulose,A cellulose derivative used as a thickener and stabilizer in food and cosmetics.
246,170,1.0,carboxymethyl cellulose,A cellulose derivative used as a thickener and stabilizer in food and cosmetics.
246,178,2.0,lactobacillus plantarum (LP),A probiotic strain with antimicrobial and digestive health properties.
247,170,1.0,carboxymethyl cellulose,A cellulose derivative used as a thickener and stabilizer in food and cosmetics.
247,178,4.0,lactobacillus plantarum (LP),A probiotic strain with antimicrobial and digestive health properties.
248,170,1.0,carboxymethyl cellulose,A cellulose derivative used as a thickener and stabilizer in food and cosmetics.
248,178,6.0,lactobacillus plantarum (LP),A probiotic strain with antimicrobial and digestive health properties.
249,170,1.0,carboxymethyl cellulose,A cellulose derivative used as a thickener and stabilizer in food and cosmetics.
249,178,8.0,lactobacillus plantarum (LP),A probiotic strain with antimicrobial and digestive health properties.
250,170,1.0,carboxymethyl cellulose,A cellulose derivative used as a thickener and stabilizer in food and cosmetics.
250,178,12.0,lactobacillus plantarum (LP),A probiotic strain with antimicrobial and digestive health properties.
251,144,0.0,control,Material used as a baseline in experiments.
252,208,1.0,sodium carboxymethyl cellulose,A cellulose derivative used as a thickener and stabilizer.
252,3,0.5,cellulose nanofiber,"A nanoscale material derived from cellulose, used for its strength and biocompatibility."
252,23,0.35,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
253,208,1.0,sodium carboxymethyl cellulose,A cellulose derivative used as a thickener and stabilizer.
253,3,0.5,cellulose nanofiber,"A nanoscale material derived from cellulose, used for its strength and biocompatibility."
253,23,0.35,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
253,157,0.05,mandarin essential oil,"An essential oil extracted from mandarin peel, known for its sweet aroma."
253,26,0.0015,tween 80,"An emulsifier used in food, pharmaceuticals, and cosmetics for stabilizing oil-water mixtures."
253,125,0.0025,oleic acid,"A monounsaturated fatty acid found in oils like olive oil, used for health benefits."
258,208,1.0,sodium carboxymethyl cellulose,A cellulose derivative used as a thickener and stabilizer.
258,3,0.5,cellulose nanofiber,"A nanoscale material derived from cellulose, used for its strength and biocompatibility."
258,23,0.35,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
258,157,0.1,mandarin essential oil,"An essential oil extracted from mandarin peel, known for its sweet aroma."
258,26,0.003,tween 80,"An emulsifier used in food, pharmaceuticals, and cosmetics for stabilizing oil-water mixtures."
258,125,0.005,oleic acid,"A monounsaturated fatty acid found in oils like olive oil, used for health benefits."
259,208,1.0,sodium carboxymethyl cellulose,A cellulose derivative used as a thickener and stabilizer.
259,3,0.5,cellulose nanofiber,"A nanoscale material derived from cellulose, used for its strength and biocompatibility."
259,23,0.35,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
259,157,0.2,mandarin essential oil,"An essential oil extracted from mandarin peel, known for its sweet aroma."
259,26,0.006,tween 80,"An emulsifier used in food, pharmaceuticals, and cosmetics for stabilizing oil-water mixtures."
259,125,0.01,oleic acid,"A monounsaturated fatty acid found in oils like olive oil, used for health benefits."
260,208,1.0,sodium carboxymethyl cellulose,A cellulose derivative used as a thickener and stabilizer.
